played_at,track_name,explicit,duration_ms,type,playlist_url
2017-06-24T18:57:25.899Z,People In Tha Middle,FALSE,302138,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-06-24T18:52:23.008Z,I Can Give,TRUE,226426,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-05-03T12:42:42.156Z,Loving You Baby,FALSE,212312,playlist,NA
2017-06-10T09:29:39.470Z,All The Time,FALSE,313107,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-06-27T00:24:42.441Z,Xenomorphic,FALSE,318000,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-06-06T07:42:35.133Z,Gratitude - Original Mix,FALSE,466285,playlist,https://open.spotify.com/user/snip3rwarface/playlist/0OEieW2vRqVZRraoFsw4Z4
2017-04-04T12:26:10.792Z,Let The Good Times Roll,FALSE,175733,NA,NA
2017-06-24T18:22:51.015Z,Slim's Return,FALSE,236306,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-04-18T09:40:40.808Z,Be Thankful for What You Got (Pt. 1 & Pt. 2),FALSE,429371,playlist,NA
2017-05-24T11:15:35.451Z,All that matters,FALSE,456774,album,https://open.spotify.com/album/1kIMVFVdytbIFuBs6iMV12
2017-06-09T08:03:57.958Z,Pony,FALSE,251733,NA,NA
2017-06-26T21:06:10.190Z,Ground Luminosity - Ott's New Yoghurt Loom Mix,FALSE,511706,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-04-12T09:01:10.389Z,Modified - Original Mix,FALSE,608040,album,NA
2017-05-13T19:54:37.832Z,A Hard Day's Night,FALSE,266066,NA,NA
2017-04-11T21:13:10.410Z,"Sad Days, Lonely Nights - Solo Version",FALSE,333200,album,NA
2017-05-21T13:24:09.875Z,Devil - Remix,FALSE,559173,artist,NA
2017-04-05T07:22:03.749Z,Hoy Es Mañana (feat. The Caribbean Ravers),TRUE,212693,album,NA
2017-05-13T20:19:29.051Z,Mad About The Boy,FALSE,165653,NA,NA
2017-05-17T15:36:40.045Z,Give It Up,TRUE,271426,playlist,NA
2017-04-14T11:51:02.445Z,No Condition Is Permanent,FALSE,421173,playlist,NA
2017-05-28T15:07:51.346Z,Surfin On a Rainbow,FALSE,290466,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX55dNU0PWnO5
2017-06-26T13:29:33.752Z,It's My House,FALSE,274560,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-05-28T12:05:14.924Z,Nobody Falls,FALSE,263973,NA,NA
2017-05-22T21:19:27.091Z,Two Fish and an Elephant,FALSE,213760,NA,NA
2017-05-13T20:23:45.726Z,A Night In Tunisia - 1998 Digital Remaster;The Rudy Van Gelder Edition,FALSE,256800,NA,NA
2017-04-14T21:02:06.604Z,On a Little Street in Singapore - Remastered,FALSE,164960,album,NA
2017-06-27T04:08:53.370Z,A Monkey,FALSE,525040,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-04-21T20:47:46.183Z,Trouble,FALSE,265468,playlist,NA
2017-05-22T13:41:45.860Z,Back To Black - Acapella / Album Medley,TRUE,229240,playlist,NA
2017-04-14T11:40:14.884Z,Liquid Love,FALSE,269455,playlist,NA
2017-05-09T21:40:55.676Z,Sycamore Girl,TRUE,280333,playlist,NA
2017-06-21T09:12:08.790Z,"Build It Up, Tear It Down",FALSE,305440,album,https://open.spotify.com/album/2ELLu16F9TTREQuU4OuAnN
2017-05-02T21:49:59.180Z,Love For Sale,FALSE,424640,NA,NA
2017-05-22T20:13:10.587Z,"Do It, Fluid",FALSE,326066,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-05-08T15:18:39.609Z,They Don't Want,FALSE,263721,playlist,NA
2017-05-18T19:43:52.549Z,Ride or Die,FALSE,215760,NA,NA
2017-04-21T08:08:09.979Z,Fly Guy - Instrumental,FALSE,378227,album,NA
2017-04-08T17:11:10.517Z,Phases - Radio Edit,FALSE,224105,playlist,NA
2017-04-22T21:07:31.714Z,Flashy Moment,FALSE,65457,playlist,NA
2017-05-12T09:56:43.907Z,Where or When,FALSE,168666,NA,NA
2017-04-06T07:29:23.278Z,Light,FALSE,239853,playlist,NA
2017-04-29T13:00:42.721Z,Bencalado,FALSE,615772,playlist,NA
2017-05-22T19:08:10.976Z,I Can Give,TRUE,226426,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-12T10:28:40.424Z,Cosmonaut,FALSE,294933,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-05-09T20:41:13.160Z,Words to My Song,FALSE,186946,playlist,NA
2017-06-21T20:13:23.454Z,The First and the Last - Relativ & V-Society Remix,FALSE,483369,NA,NA
2017-06-08T06:18:33.016Z,Hear Me Scream,FALSE,390106,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-04-16T13:24:48.718Z,Caribbean Queen (No More Love On the Run),FALSE,246293,playlist,NA
2017-06-05T11:25:02.861Z,Fish N Grits (feat. Travis Scott),TRUE,177826,playlist,https://open.spotify.com/user/rayscheijgrond/playlist/64sIrb0wfsN3ckkHxVHoHI
2017-04-24T15:23:54.730Z,Goodnight Moon,FALSE,243777,NA,NA
2017-05-23T20:39:03.374Z,Pineapple X-Press - Ranji Remix,FALSE,412992,NA,NA
2017-04-04T10:37:21.977Z,Dark Night,FALSE,231466,NA,NA
2017-04-22T20:51:50.205Z,Saturday Gypsy,FALSE,69067,playlist,NA
2017-05-22T12:56:52.407Z,Rim Shot - Intro,FALSE,117600,playlist,NA
2017-04-08T16:54:47.437Z,Music Is The Answer,FALSE,298578,playlist,NA
2017-05-28T16:25:35.140Z,This One Is for the Ladies and Gents (feat. Miles Bonny),FALSE,264493,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX55dNU0PWnO5
2017-05-27T21:39:32.454Z,Habiba,TRUE,215978,playlist,https://open.spotify.com/user/1170891844/playlist/5ZSewQun1V59quoFUx23UF
2017-06-19T08:17:58.898Z,Too young,FALSE,197973,playlist,https://open.spotify.com/user/1170891844/playlist/5ZSewQun1V59quoFUx23UF
2017-05-22T11:45:32.030Z,What's Going On,FALSE,232600,playlist,NA
2017-06-27T00:38:23.328Z,Rain Geometries - Solar Fields Remix,FALSE,455133,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-05-28T16:31:31.415Z,Double the Daily Dose,FALSE,355737,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX55dNU0PWnO5
2017-05-16T18:38:19.496Z,Soul Freedom,FALSE,255946,playlist,NA
2017-05-21T10:41:19.460Z,Ready To Rumble,FALSE,379239,album,NA
2017-05-24T08:01:38.817Z,Hold Your Breath - Spectrasoul Remix,FALSE,328264,playlist,https://open.spotify.com/user/117578509/playlist/1cQdJQjiIPDnWtKEY20QHp
2017-04-19T13:04:13.651Z,Cookie Monster,FALSE,230371,album,NA
2017-05-13T18:35:58.312Z,Jumpin At The Woodside,FALSE,218306,album,NA
2017-05-28T17:33:25.058Z,Symetric Lifes,FALSE,432000,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-05-09T08:27:44.810Z,Sea Groove,FALSE,268173,playlist,NA
2017-06-21T20:28:57.683Z,Infinite Loop - Burn In Noise Remix,FALSE,443076,NA,NA
2017-06-05T10:56:36.222Z,Why iii Love The Moon.,FALSE,331826,playlist,https://open.spotify.com/user/nbalivemusic/playlist/7DlwwpNnzL7IFeoTOiYURN
2017-06-23T19:46:28.971Z,Frequency - Original Mix,FALSE,549872,playlist,https://open.spotify.com/user/1170891844/playlist/5w75qWvgYJPlowqC1DYUIR
2017-05-13T19:57:23.762Z,Comin' Home Baby,FALSE,165360,NA,NA
2017-05-23T19:35:30.475Z,People On Hold - Original Mix,FALSE,483600,playlist,https://open.spotify.com/user/1170891844/playlist/5w75qWvgYJPlowqC1DYUIR
2017-04-21T12:37:47.197Z,Hallo - Krsa,TRUE,273600,playlist,NA
2017-06-24T17:31:45.476Z,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",FALSE,271373,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-05-14T10:33:50.089Z,Bencalado,FALSE,615772,playlist,NA
2017-04-22T22:26:39.555Z,Farewell Blues,FALSE,194400,NA,NA
2017-05-23T21:04:54.186Z,Colors,FALSE,487391,NA,NA
2017-04-05T13:05:12.602Z,Same Old Blues,FALSE,211093,playlist,NA
2017-06-09T19:38:03.036Z,Big Time Line,FALSE,449288,playlist,https://open.spotify.com/user/1170891844/playlist/0ohAttKPfPU0y53wL4HtAd
2017-04-21T18:57:17.039Z,Gimme Danger - Iggy Pop Mix,FALSE,213093,artist,NA
2017-05-16T19:14:13.613Z,Groovin',FALSE,179106,playlist,NA
2017-04-21T17:28:29.838Z,Sleep Games,FALSE,305023,NA,NA
2017-06-09T06:42:36.987Z,Complain,FALSE,360544,playlist,https://open.spotify.com/user/1170891844/playlist/34Eiti0QsIeYOZOczaDXKm
2017-04-18T11:22:57.845Z,Born To Roll,TRUE,254573,playlist,NA
2017-06-23T20:59:33.305Z,Krik,FALSE,435234,NA,NA
2017-04-05T09:12:00.576Z,Silverado,FALSE,355706,artist,NA
2017-06-08T11:25:57.084Z,Rain,FALSE,444137,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-04-15T14:01:15.080Z,"Hey, Good Lookin' - Single Version",FALSE,174160,artist,NA
2017-04-14T11:23:26.830Z,Take Me High,FALSE,285671,playlist,NA
2017-04-10T14:35:22.402Z,Late Night Interlude,FALSE,109921,playlist,NA
2017-05-14T11:29:00.454Z,Liquid Visions,FALSE,304218,album,NA
2017-06-12T06:23:06.677Z,Concrete Waves (Dj Premier 320 Remix),FALSE,232778,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-04-06T09:46:34.341Z,Get Low,TRUE,334066,playlist,NA
2017-04-05T20:49:08.193Z,Goin' Home,FALSE,296986,NA,NA
2017-05-22T20:17:51.084Z,The Talking Fish,FALSE,280813,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-04-03T18:57:06.408Z,Howling For Judy,FALSE,278840,playlist,NA
2017-06-08T12:09:39.380Z,Transporter,FALSE,312560,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-04-14T06:35:02.755Z,Doing It To Death - Pts. 1 & 2,FALSE,601118,playlist,NA
2017-04-19T09:00:43.868Z,Sinhala,FALSE,557066,album,NA
2017-06-27T07:19:33.788Z,The Reflecting Chamber,FALSE,425213,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-04-10T18:52:30.119Z,Step It Up,FALSE,303160,album,NA
2017-06-24T18:14:29.857Z,Bumpy's Lament,FALSE,261333,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-05-08T15:46:15.421Z,1960 What? - Opolopo Kick and Bass Rerub,FALSE,504493,playlist,NA
2017-06-12T16:41:29.982Z,Too young,FALSE,197973,NA,NA
2017-04-09T21:44:27.733Z,Under Mi Sensi,FALSE,190493,playlist,NA
2017-04-09T20:55:57.965Z,Dem Gone,FALSE,239026,playlist,NA
2017-04-14T09:23:50.788Z,Mam Yinne Wa,FALSE,235250,playlist,NA
2017-04-03T21:06:20.967Z,Magic Mountain,FALSE,258133,playlist,NA
2017-04-10T12:46:59.328Z,Sunday,FALSE,180601,playlist,NA
2017-06-19T20:26:53.066Z,Holy Thursday,FALSE,331373,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-05-17T08:47:15.478Z,Intro (Light It Up)/Jazzalude I: New Reality Style (Medley),FALSE,104118,album,NA
2017-04-12T08:10:46.550Z,Angels of Destruction (Neelix Whatz Up Remix),FALSE,472941,NA,NA
2017-06-27T06:30:05.341Z,Angelic Particles - Buckminster Fullerine Mix,FALSE,625826,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-05-24T11:37:17.049Z,Zig,FALSE,356129,album,https://open.spotify.com/album/1kIMVFVdytbIFuBs6iMV12
2017-06-27T05:00:56.333Z,Spiritual Spearmints,FALSE,411786,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-06-02T22:57:08.995Z,Too Easy,FALSE,390600,NA,NA
2017-05-28T15:02:53.922Z,ELEMENT.,TRUE,208733,album,https://open.spotify.com/album/7wbJhbCvhPfbK1CLAkpq25
2017-06-26T11:13:23.172Z,Hydraulic Pump,FALSE,403760,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-26T23:11:45.936Z,Halley Road,FALSE,524571,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-04-21T09:27:59.492Z,Find My Home,FALSE,241840,album,NA
2017-04-10T18:33:05.182Z,Everything,FALSE,226666,album,NA
2017-06-04T16:15:46.151Z,So Horny For Your Horn,FALSE,312893,album,https://open.spotify.com/album/1FptUZwFKpRFza1EfkIvOg
2017-04-05T08:25:54.559Z,Jég dupla whiskyvel,FALSE,273920,NA,NA
2017-04-04T11:00:02.326Z,You Better Run,FALSE,455000,NA,NA
2017-04-08T17:24:16.914Z,Unbound,FALSE,247129,playlist,NA
2017-04-05T11:49:12.993Z,Explotar,FALSE,232992,playlist,NA
2017-05-24T07:05:26.095Z,I Can Give,TRUE,226426,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-06-21T12:05:55.302Z,You Don't Know Me - Radio Edit,TRUE,213946,playlist,https://open.spotify.com/user/1170891844/playlist/5gA32FfS2f6eB6sLFxumgY
2017-06-04T15:22:15.159Z,Dark Light,FALSE,310866,album,https://open.spotify.com/album/1FptUZwFKpRFza1EfkIvOg
2017-05-24T10:41:29.978Z,Professional Rapper (feat. Snoop Dogg),TRUE,353959,album,https://open.spotify.com/album/5eLVoIPq7P3Bu29lVgD4x0
2017-04-02T21:32:32.506Z,Alwayz Into Somethin',TRUE,265000,playlist,NA
2017-04-10T19:42:16.002Z,Ain't Got Nobody,FALSE,280666,album,NA
2017-04-05T20:17:41.743Z,Nobody but You,FALSE,354733,NA,NA
2017-04-14T23:09:14.010Z,Peace Frog,FALSE,178773,playlist,NA
2017-04-22T20:53:03.253Z,Papas Jazz,FALSE,72730,playlist,NA
2017-04-18T09:44:13.558Z,Loving You Baby,FALSE,212312,playlist,NA
2017-04-26T11:31:06.257Z,Loving You Baby,FALSE,212312,playlist,NA
2017-04-09T21:48:21.279Z,Murderer,FALSE,233146,playlist,NA
2017-04-02T20:45:30.163Z,Crazy,FALSE,212626,playlist,NA
2017-04-08T17:46:26.994Z,Diable,TRUE,191543,playlist,NA
2017-06-28T10:49:12.159Z,Magic Portal,FALSE,406666,playlist,https://open.spotify.com/user/1166777603/playlist/78CnfaxoM4CZ3RJgZyj1HH
2017-06-21T11:59:15.727Z,Right Here Right Now,FALSE,387706,album,https://open.spotify.com/album/2ELLu16F9TTREQuU4OuAnN
2017-05-17T07:48:42.682Z,Fool's Ride,FALSE,206786,playlist,NA
2017-05-09T08:23:15.841Z,Give the Drummer Some,FALSE,287000,playlist,NA
2017-04-05T19:51:02.366Z,Classic (feat. Fetty Wap & POWERS ),FALSE,219388,NA,NA
2017-05-22T19:54:37.953Z,Insane in the Brain,FALSE,202013,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-05T11:58:04.306Z,Hops Of Hades [Mix Cut] - Original Mix,FALSE,195535,playlist,https://open.spotify.com/user/snip3rwarface/playlist/0OEieW2vRqVZRraoFsw4Z4
2017-05-02T21:02:17.217Z,Sweet Baby,FALSE,227200,NA,NA
2017-05-23T08:29:22.364Z,Surely Burn,FALSE,184520,album,https://open.spotify.com/album/451kD1EliOug21dypPYnMn
2017-05-11T15:54:49.541Z,Ain't No Love In The Heart Of The City - Single Version,FALSE,233560,playlist,NA
2017-04-15T21:33:13.182Z,Exactly Like You,FALSE,218400,playlist,NA
2017-06-12T16:48:25.034Z,Capricorn,FALSE,491506,NA,NA
2017-06-12T08:51:28.930Z,I Get Lifted,FALSE,166466,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-24T17:54:36.602Z,Tetra Hydro Booster,FALSE,406423,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-05-10T08:33:14.679Z,But It Comes Out Mad,FALSE,320360,album,NA
2017-04-04T12:07:01.199Z,Mary Jane,FALSE,297346,NA,NA
2017-04-21T18:17:42.216Z,Do You Hear Them,FALSE,225688,NA,NA
2017-06-08T12:04:24.618Z,Repetition,FALSE,276893,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-05-09T18:09:52.212Z,Come My Way,FALSE,230173,playlist,NA
2017-04-15T14:55:06.780Z,Put The Pot On,FALSE,228800,playlist,NA
2017-05-18T20:08:59.831Z,Bad Man!,TRUE,256693,NA,NA
2017-04-22T18:17:50.162Z,Hollaback Girl,TRUE,199853,NA,NA
2017-06-02T12:47:20.746Z,Smiling Faces Sometimes,FALSE,195866,NA,NA
2017-05-17T10:22:02.621Z,Fikisha (To Help Someone to Arrive),FALSE,169946,album,NA
2017-06-19T09:43:52.908Z,Walkin' Thru The Park,FALSE,164293,playlist,https://open.spotify.com/user/1170891844/playlist/6LLD97iHPZRTGXixrrkqq5
2017-05-09T19:05:09.235Z,Ascension (Don't Ever Wonder),FALSE,346133,playlist,NA
2017-06-24T18:10:08.017Z,Bencalado,FALSE,615772,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-05-22T12:23:03.067Z,A Change Is Gonna Come,FALSE,191160,playlist,NA
2017-04-07T00:19:54.321Z,I'm a King Bee,FALSE,186306,playlist,NA
2017-04-15T14:23:07.533Z,Lost Highway - Single Version,FALSE,160786,artist,NA
2017-04-10T19:51:16.854Z,Lost In Music,FALSE,272666,album,NA
2017-06-29T06:45:55.357Z,Complain,FALSE,360544,playlist,https://open.spotify.com/user/1170891844/playlist/34Eiti0QsIeYOZOczaDXKm
2017-05-17T06:31:50.767Z,We Got the Funk,TRUE,200533,playlist,NA
2017-04-22T21:13:48.537Z,Frolic,FALSE,77837,playlist,NA
2017-04-06T22:32:02.168Z,Dark Night,FALSE,231466,playlist,NA
2017-05-24T12:50:04.511Z,Styles Crew Flows Beats,FALSE,351079,album,https://open.spotify.com/album/3tbAr7OCbuu3ojhSG6FPC6
2017-05-19T08:35:51.991Z,Done Got Old,FALSE,186240,album,NA
2017-06-21T06:42:32.668Z,Restory,FALSE,417391,playlist,https://open.spotify.com/user/11161445590/playlist/3j4Ul4wQZjcAcJzRiZL6rg
2017-06-04T18:55:51.664Z,Another Sleepless Night - Classic Mix,FALSE,253613,album,https://open.spotify.com/album/2SRQRJDijX4d1KsVQjVFgP
2017-04-25T20:02:11.362Z,An Unsane Tale,FALSE,430546,playlist,NA
2017-04-21T17:00:13.128Z,Psychic City - Classixx Remix,FALSE,251380,NA,NA
2017-04-22T18:30:25.962Z,This Love,FALSE,206200,NA,NA
2017-05-14T10:23:34.174Z,Night Walker,FALSE,308560,playlist,NA
2017-04-16T19:43:51.730Z,Leave The World Behind - Original Mix,FALSE,410493,playlist,NA
2017-06-07T13:12:31.854Z,Sonification,FALSE,230146,album,https://open.spotify.com/album/3APzha7n0cOFqWyk6rQJhj
2017-04-15T18:32:50.911Z,All The Way,FALSE,311666,playlist,NA
2017-05-03T12:46:15.785Z,It Serves You Right To Suffer - The Avener Rework,FALSE,205400,playlist,NA
2017-06-05T11:48:34.976Z,Outside,FALSE,568888,playlist,https://open.spotify.com/user/snip3rwarface/playlist/0OEieW2vRqVZRraoFsw4Z4
2017-06-24T19:18:41.659Z,Happy,FALSE,220000,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2017-06-09T19:41:44.134Z,Work,TRUE,219320,playlist,https://open.spotify.com/user/1170891844/playlist/2owxd85nzUvvqI9zf7r4xp
2017-04-25T08:29:45.098Z,Stay with Me,FALSE,307046,album,NA
2017-04-25T17:55:55.747Z,Cinder Cone,FALSE,340703,playlist,NA
2017-05-12T08:14:07.157Z,I'm Beginning to See the Light,FALSE,188640,album,NA
2017-04-22T17:03:11.247Z,Voodoo Child (Slight Return),FALSE,312426,NA,NA
2017-05-27T15:53:17.175Z,Habiba,TRUE,215978,playlist,NA
2017-06-26T10:53:30.880Z,Sliced Tomatoes,FALSE,142693,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-04T15:39:16.133Z,Back To Africa - Little Green Men Remix,FALSE,323266,album,https://open.spotify.com/album/1FptUZwFKpRFza1EfkIvOg
2017-04-10T09:03:07.444Z,From Trouble They Know Me,FALSE,214810,playlist,NA
2017-06-13T12:08:58.527Z,King in My Empire (with Cornel Campbell),FALSE,386240,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-21T19:36:50.903Z,Quiero Más (Bonus Track),FALSE,246533,NA,NA
2017-04-20T12:39:08.958Z,Ledi Coumbe,FALSE,196666,album,NA
2017-05-02T18:14:50.259Z,Shimmy Shimmy Ya,FALSE,145880,playlist,NA
2017-06-27T01:25:09.451Z,Magic Monkey Juice,FALSE,419640,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-04-05T07:59:55.731Z,Sólo Tú,FALSE,253186,NA,NA
2017-06-09T18:58:08.823Z,Heroes,FALSE,394785,playlist,https://open.spotify.com/user/1170891844/playlist/34Eiti0QsIeYOZOczaDXKm
2017-04-25T11:28:32.168Z,Ali Aoudy,FALSE,393480,album,NA
2017-04-14T12:15:13.600Z,Lisszabon,FALSE,345600,album,NA
2017-06-05T10:07:14.331Z,Superfly (Album Version) (2014 Remaster),FALSE,232506,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-19T19:01:12.526Z,Tout n'est pas si facile,FALSE,290866,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-06-19T09:01:57.998Z,Dark Night,FALSE,231466,playlist,https://open.spotify.com/user/1170891844/playlist/6LLD97iHPZRTGXixrrkqq5
2017-04-19T12:20:43.341Z,On The Windrush - UNKLE Reconstruction,FALSE,434363,album,NA
2017-05-03T16:54:21.501Z,Soy Yo,FALSE,159800,NA,NA
2017-05-10T07:29:29.454Z,Frequency,TRUE,298240,album,NA
2017-04-05T09:06:04.357Z,A Silver Lining,FALSE,293720,artist,NA
2017-04-06T09:40:59.792Z,Splash Waterfalls,TRUE,290760,playlist,NA
2017-06-08T11:44:59.748Z,Inner Beauty - Original Mix,FALSE,315453,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-04-10T07:11:31.507Z,Bellbottoms,FALSE,316880,playlist,NA
2017-04-21T19:28:21.197Z,Square 1,FALSE,396431,album,NA
2017-05-24T12:53:56.203Z,Casio,FALSE,231039,album,https://open.spotify.com/album/3tbAr7OCbuu3ojhSG6FPC6
2017-05-20T16:24:52.715Z,Too young,FALSE,197973,playlist,NA
2017-06-09T19:50:01.085Z,Down In Mexico,FALSE,196466,playlist,https://open.spotify.com/user/1170891844/playlist/6Sl2nf79IZcs8ObeQGNAuV
2017-04-14T22:31:13.480Z,"I'm Leavin' U (Gotta Go, Gotta Go ) [feat. MC Lyte] - C & J Fulltime Mix",FALSE,273306,playlist,NA
2017-04-21T12:29:06.714Z,Easy Rider,TRUE,259301,playlist,NA
2017-05-17T08:38:34.106Z,Try Me,FALSE,263480,album,NA
2017-05-23T08:26:17.122Z,Nothin' in the World Can Stop Me Worryin' 'Bout That Girl,FALSE,185773,album,https://open.spotify.com/album/451kD1EliOug21dypPYnMn
2017-06-04T09:12:17.857Z,More Than You Know,FALSE,203000,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWZKxDdpAkEjR
2017-06-26T21:17:17.321Z,Crossroads Limiter,FALSE,666750,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
2017-05-09T18:29:06.107Z,Cleaned Out,FALSE,187387,playlist,NA
2017-05-02T21:11:02.657Z,Just Don't Want To Be Lonely,FALSE,307573,NA,NA
2017-06-05T10:33:43.193Z,"Flashlight - Feat. Q-Tip, Busta Rhymes, Ol' Dirty Bastard And P-Funk",TRUE,379440,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
2017-05-18T18:46:54.765Z,Hercules,FALSE,252933,playlist,NA
2017-04-11T08:26:22.476Z,The Creator,FALSE,283813,playlist,NA
2017-04-02T19:16:52.732Z,You Dropped A Bomb On Me,FALSE,314640,playlist,NA
2017-06-07T08:35:04.064Z,In And Out Of Phase - Calyx & TeeBee Remix,FALSE,370257,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
2017-04-04T12:54:59.944Z,Lovely Inspiration - Feat. Frankie Beverly,FALSE,311333,NA,NA
2017-05-03T17:05:16.787Z,Bad Boys de Marseille (feat. Shurik'n) - Part 2,FALSE,223133,NA,NA
2017-04-22T17:40:41.178Z,I Ain't Drunk,FALSE,247026,NA,NA
2017-06-07T09:36:42.003Z,Valerie - Version Revisited,FALSE,219413,NA,NA
2017-06-04T18:46:28.985Z,You're My One And Only True Love,FALSE,216320,album,https://open.spotify.com/album/2SRQRJDijX4d1KsVQjVFgP
2017-04-11T19:01:45.172Z,"Lord, Have Mercy on Me",FALSE,594093,album,NA
2017-05-22T18:29:43.062Z,See You Leave,TRUE,299320,playlist,NA
2017-05-24T13:55:36.213Z,This Bitter Earth,FALSE,274200,album,https://open.spotify.com/album/4he7R24eqd1EbF9kegiAK8
2017-04-05T11:39:59.243Z,Tearing Me Up - RAC Mix,FALSE,328266,playlist,NA
2017-06-27T13:03:16.882Z,Unity Gain,FALSE,376952,playlist,https://open.spotify.com/user/1166777603/playlist/78CnfaxoM4CZ3RJgZyj1HH
2017-04-09T19:30:26.599Z,Disco Devil,FALSE,471826,playlist,NA
2017-05-13T18:29:32.551Z,And I Love Her,FALSE,170520,album,NA
2017-06-07T08:08:22.122Z,Neva Left,TRUE,306755,album,https://open.spotify.com/album/4HGpekiabmZyat5xw23uZB
2017-05-23T20:56:46.300Z,Techno Systems - Original Mix,FALSE,497142,NA,NA
2017-04-06T23:29:16.275Z,Sunshine Of Your Love,FALSE,197160,playlist,NA
2017-04-19T15:23:54.847Z,Red House,FALSE,229960,NA,NA
2017-04-03T19:59:45.082Z,Action,TRUE,194600,playlist,NA
2017-06-25T22:59:20.638Z,Celestine - Live,FALSE,709546,album,https://open.spotify.com/album/3xmoreNKcN0AL1GUt2X8Qq
2017-04-08T17:20:08.522Z,Apocalypse,FALSE,290146,playlist,NA
2017-04-02T21:28:07.304Z,The Ghetto,FALSE,302133,playlist,NA
